-1230.277 -1230.038 -1234.652 -1234.763
-1231.490 -1231.417 -1233.891 -1233.999
-1238.680 -1239.038 -1240.306 -1240.284
-1215.534 -1236.943 -1239.246 -1239.168
-1224.110 -1224.599 -1235.119 -1235.149
-1233.008 -1233.167 -1240.006 -1240.085
-1230.295 -1230.117 -1233.144 -1233.233
-1231.464 -1231.252 -1233.627 -1233.621
-1219.593 -1219.863 -1239.920 -1240.278
-1235.773 -1235.454 -1240.270 -1240.238
-1230.241 -1229.979 -1240.012 -1240.048
-1227.354 -1227.453 -1233.888 -1233.907
-1231.030 -1230.891 -1234.297 -1234.259
-1235.990 -1236.020 -1238.301 -1238.362
-1232.102 -1232.164 -1239.824 -1240.272
-1230.150 -1230.673 -1234.574 -1234.760
-1224.689 -1224.670 -1225.509 -1225.259
-1234.700 -1234.941 -1236.330 -1236.119
-1219.234 -1228.740 -1229.928 -1229.956
-1228.444 -1228.428 -1231.577 -1231.748
-1224.670 -1235.772 -1239.108 -1240.183
-1231.839 -1231.888 -1239.899 -1240.205
-1238.901 -1238.686 -1240.299 -1240.268
-1230.406 -1230.682 -1239.544 -1240.173
-1238.680 -1239.038 -1240.306 -1240.284
-1215.534 -1236.943 -1239.246 -1239.168
-1231.006 -1231.044 -1236.090 -1236.252
-1228.110 -1227.891 -1236.845 -1236.393
-1229.405 -1229.265 -1230.980 -1240.311
-1238.145 -1238.428 -1240.436 -1240.267
-1232.816 -1232.272 -1236.538 -1236.880
-1229.649 -1229.633 -1232.176 -1232.467
-1228.123 -1227.756 -1235.953 -1236.078
-1231.117 -1232.038 -1233.379 -1233.399
-1237.151 -1237.242 -1238.212 -1238.397
-1227.852 -1229.642 -1232.172 -1231.784
-1229.087 -1228.874 -1230.307 -1230.171
-1234.794 -1234.642 -1239.856 -1240.054
-1228.968 -1228.877 -1231.482 -1231.448
-1232.516 -1232.682 -1233.633 -1234.201
-1220.832 -1229.831 -1232.168 -1232.136
-1230.306 -1230.465 -1231.882 -1231.948
-1201.021 -1230.244 -1231.888 -1231.883
-1231.189 -1231.717 -1239.630 -1240.031
-1223.480 -1222.330 -1231.955 -1231.838
-1226.924 -1227.088 -1234.401 -1235.009
-1229.405 -1229.265 -1230.980 -1240.311
-1215.534 -1236.943 -1239.246 -1239.168
-1228.110 -1227.891 -1236.845 -1236.393
-1230.172 -1229.826 -1240.207 -1240.079
-1229.904 -1230.049 -1232.825 -1233.050
-1236.158 -1236.265 -1239.935 -1240.061
-1212.115 -1225.353 -1234.063 -1234.105
-1219.895 -1222.572 -1226.484 -1227.182
-1226.294 -1226.227 -1236.270 -1236.258
-1233.021 -1233.302 -1240.271 -1240.290
-1228.526 -1233.259 -1240.279 -1240.285
-1238.614 -1238.882 -1240.239 -1240.078
-1233.132 -1232.828 -1235.530 -1235.586
-1232.076 -1232.012 -1238.281 -1238.386
-1236.158 -1236.094 -1240.313 -1240.307
-1231.864 -1232.533 -1238.303 -1238.357
-1231.134 -1231.238 -1233.864 -1233.820
-1206.008 -1232.566 -1235.866 -1235.765
-1235.741 -1235.685 -1236.324 -1236.107
-1229.405 -1229.265 -1230.980 -1240.311
-1215.534 -1236.943 -1239.246 -1239.168
-1228.110 -1227.891 -1236.845 -1236.393
-1226.067 -1227.464 -1236.119 -1236.081
-1231.960 -1231.375 -1236.105 -1236.086
-1226.195 -1226.549 -1230.567 -1230.499
-1209.652 -1233.045 -1235.714 -1235.679
-1224.257 -1228.116 -1235.446 -1236.166
-1230.638 -1230.645 -1231.734 -1231.802
-1228.579 -1228.624 -1240.248 -1240.236
-1227.753 -1228.935 -1240.225 -1240.252
-1223.497 -1223.705 -1235.063 -1235.139
-1228.372 -1227.889 -1236.229 -1236.325
-1228.498 -1228.607 -1230.099 -1230.093
-1229.838 -1229.991 -1235.528 -1235.444
-1236.834 -1235.819 -1235.963 -1236.011
-1232.542 -1232.622 -1235.606 -1235.674
-1231.343 -1231.345 -1233.269 -1233.176
-1229.649 -1229.538 -1235.599 -1235.682
-1232.114 -1232.038 -1233.443 -1233.728
-1231.929 -1231.598 -1233.681 -1233.643
-1229.398 -1229.692 -1234.902 -1235.194
-1232.565 -1232.388 -1234.402 -1234.369
-1232.715 -1232.091 -1232.945 -1232.965
-1227.466 -1227.402 -1236.020 -1236.027
-1228.539 -1228.551 -1231.796 -1232.212
-1237.416 -1237.716 -1239.922 -1240.212
-1232.441 -1232.462 -1236.083 -1236.010
-1233.663 -1233.903 -1235.021 -1235.077
-1231.064 -1230.893 -1233.043 -1233.181
-1229.405 -1229.265 -1230.980 -1240.311
-1215.534 -1236.943 -1239.246 -1239.168
-1228.110 -1227.891 -1236.845 -1236.393
-1226.221 -1226.042 -1231.023 -1231.058
-1207.202 -1231.783 -1232.909 -1233.446
-1230.097 -1230.140 -1236.045 -1236.049
-1230.485 -1230.226 -1234.536 -1234.612
-1231.396 -1232.298 -1234.021 -1233.980
-1230.118 -1230.008 -1231.428 -1231.389
-1232.408 -1232.685 -1234.739 -1234.767
-1232.106 -1232.089 -1233.941 -1233.983
-1230.540 -1230.296 -1233.527 -1233.831
-1228.959 -1229.624 -1235.009 -1235.016
-1233.237 -1232.955 -1235.521 -1235.579
-1229.405 -1229.265 -1230.980 -1240.311
-1215.534 -1236.943 -1239.246 -1239.168
-1228.110 -1227.891 -1236.845 -1236.393
-1233.088 -1233.158 -1238.346 -1238.367
-1231.743 -1231.728 -1233.791 -1233.821
-1231.942 -1233.320 -1235.165 -1235.108
-1222.628 -1230.245 -1234.636 -1234.692
-1231.701 -1232.286 -1235.406 -1234.937
-1232.455 -1232.720 -1240.248 -1240.092
-1236.365 -1236.342 -1236.133 -1236.029
-1211.613 -1232.825 -1236.318 -1236.329
-1221.211 -1227.723 -1238.242 -1238.237
-1204.613 -1234.682 -1236.336 -1236.403
-1224.724 -1224.788 -1232.382 -1232.398
-1229.162 -1228.887 -1229.645 -1230.976
-1233.127 -1232.990 -1233.734 -1234.013
-1227.086 -1227.039 -1231.474 -1231.798
-1232.961 -1232.594 -1238.353 -1238.367
